Project_ID,Project_Type,Land_Area_Acres,Owners,Disputes,Objections,Pending_Documents,Pending_Approvals,Compensation_Pending,Current_Stage,Days_in_Current_Stage,Total_Days,Previous_Delays,Land_Record_Complexity,Target_Delayed
P0701,Railway,102.7,13,2,4,3,1,5,Notification,45,28,2,Low,1
P0702,Highway,122.9,8,2,2,5,1,1,Compensation,65,195,1,Low,1
P0703,Highway,94.5,8,4,1,3,0,4,Approval,60,286,2,Medium,1
P0704,Highway,282.1,12,1,5,1,1,6,Notification,50,57,1,Low,0
P0705,Highway,129.1,10,1,7,3,2,7,Valuation,7,116,0,High,1
P0706,Industrial,171.1,14,0,0,2,2,5,Notification,37,127,1,Low,1
P0707,Highway,244,11,1,2,1,2,5,Approval,18,207,1,Low,1
P0708,Dam,91.8,8,0,0,2,1,3,Notification,51,23,0,Medium,0
P0709,Highway,66,8,4,4,2,3,3,Verification,62,163,3,Medium,1
P0710,Airport,94.7,17,1,5,1,3,5,Verification,53,238,4,Medium,1
P0711,Dam,181.5,15,0,2,2,1,9,Compensation,61,124,0,Low,1
P0712,Railway,174.8,14,2,1,4,0,8,Objection,66,98,0,Medium,1
P0713,Railway,194.6,13,2,3,3,1,5,Compensation,15,57,3,Low,1
P0714,Railway,147.6,11,0,2,1,0,3,Objection,28,80,1,Low,0
P0715,Highway,28.6,19,3,3,3,1,8,Valuation,72,123,1,Medium,1
P0716,Industrial,144.9,13,1,3,4,0,8,Verification,5,116,1,Low,0
P0717,Dam,261.6,14,0,5,2,2,5,Objection,14,149,1,High,1
P0718,Industrial,298.1,10,2,4,1,1,4,Notification,43,100,1,Medium,1
P0719,Highway,164.8,17,0,2,3,2,7,Valuation,67,98,1,High,1
P0720,Dam,175.1,13,2,7,3,2,8,Approval,65,241,0,Low,1
P0721,Industrial,219.2,12,1,3,1,0,8,Objection,52,274,1,High,1
P0722,Highway,293.5,7,1,3,2,1,1,Compensation,49,34,0,Low,0
P0723,Highway,156.7,19,0,0,6,2,6,Objection,10,49,1,Low,0
P0724,Dam,217.6,8,1,6,2,0,5,Compensation,33,257,0,Low,1
P0725,Railway,112.6,16,2,3,0,1,8,Compensation,13,284,0,Medium,1
P0726,Dam,72.1,18,1,0,0,2,11,Verification,19,237,1,Low,1
P0727,Highway,119.6,18,4,6,6,1,9,Valuation,29,172,0,Medium,1
P0728,Dam,329.6,8,0,3,1,1,10,Compensation,29,299,0,Low,1
P0729,Highway,219.9,10,3,6,2,0,4,Verification,58,50,1,Low,1
P0730,Highway,76.3,16,3,1,2,0,3,Verification,71,43,2,Medium,1
P0731,Highway,225.5,11,1,5,4,0,5,Compensation,49,269,1,Low,1
P0732,Dam,79.9,16,2,4,2,3,5,Valuation,21,156,0,Medium,1
P0733,Airport,193.1,10,1,4,2,1,9,Notification,59,148,1,Medium,1
P0734,Railway,89.7,13,0,4,3,2,7,Objection,33,158,0,High,1
P0735,Railway,73.7,8,0,1,2,0,4,Verification,18,259,0,Low,1
P0736,Industrial,359.2,16,1,1,6,3,4,Objection,47,268,0,High,1
P0737,Railway,129.1,14,1,9,0,0,4,Valuation,29,19,0,Medium,0
P0738,Dam,217.8,7,0,6,6,1,11,Notification,63,280,2,High,1
P0739,Railway,160.4,19,2,4,3,0,5,Approval,28,253,0,Low,1
P0740,Railway,83.8,17,1,2,4,2,5,Notification,31,264,0,Medium,0
P0741,Railway,137.1,20,0,3,2,0,5,Valuation,46,45,0,High,1
P0742,Highway,84.3,10,0,4,1,1,4,Notification,31,134,0,Low,0
P0743,Dam,497.6,15,0,4,4,5,5,Approval,4,93,0,Medium,1
P0744,Railway,239,19,4,2,0,0,5,Verification,8,23,0,High,0
P0745,Highway,158.7,16,2,1,5,1,6,Notification,11,58,1,Medium,1
P0746,Industrial,211.5,6,3,4,2,1,9,Compensation,17,236,0,Low,0
P0747,Railway,230.8,11,1,1,3,1,3,Compensation,60,158,4,Medium,1
P0748,Railway,231.1,12,2,4,0,2,8,Valuation,4,134,1,Low,1
P0749,Industrial,225.8,12,3,5,2,2,3,Notification,5,67,1,High,0
P0750,Airport,216.5,10,3,2,2,1,8,Approval,54,79,1,Low,0
P0751,Highway,166,16,0,4,1,2,6,Valuation,57,190,0,Low,1
P0752,Industrial,344.4,14,0,2,5,1,9,Notification,55,84,1,Low,1
P0753,Airport,172,16,3,3,3,4,7,Valuation,74,135,3,Medium,1
P0754,Highway,161.3,6,0,4,2,2,5,Compensation,42,217,0,High,1
P0755,Highway,172.8,13,2,4,1,0,2,Approval,41,194,1,Low,1
P0756,Dam,179.7,11,2,3,4,3,4,Verification,45,95,1,Low,1
P0757,Airport,54.8,6,2,5,6,3,4,Approval,15,69,0,Low,1
P0758,Railway,94.1,18,3,3,4,1,2,Verification,39,193,2,High,1
P0759,Industrial,147.6,14,1,2,3,1,5,Objection,57,112,1,Medium,1
P0760,Dam,53.1,12,3,1,2,1,8,Compensation,34,124,0,Low,1
P0761,Highway,158.6,12,0,4,2,0,6,Compensation,16,167,1,Medium,1
P0762,Highway,178.4,15,0,2,1,0,6,Compensation,67,139,1,Low,0
P0763,Highway,70.1,12,3,4,4,2,8,Approval,29,105,1,Low,1
P0764,Dam,108,14,0,5,0,3,10,Verification,26,51,0,Low,1
P0765,Highway,304.5,17,1,0,2,0,6,Objection,24,19,1,High,0
P0766,Railway,212.7,13,1,2,3,2,6,Objection,47,164,3,High,1
P0767,Dam,206.1,13,1,2,3,0,4,Objection,10,186,0,Medium,1
P0768,Industrial,284.7,13,3,2,4,0,11,Valuation,69,276,0,Low,1
P0769,Highway,95.2,18,1,1,1,1,4,Approval,66,41,0,Medium,1
P0770,Dam,70.2,17,2,2,0,3,6,Approval,49,69,1,Low,1
P0771,Highway,264.4,13,0,2,2,0,3,Compensation,23,263,1,Medium,0
P0772,Dam,150,13,2,7,1,1,9,Approval,34,287,0,Medium,1
P0773,Highway,93.7,11,1,2,1,1,3,Approval,47,273,0,High,1
P0774,Railway,54.5,8,0,3,3,4,8,Valuation,46,280,1,Low,1
P0775,Dam,173.9,16,1,1,1,0,14,Approval,43,205,1,Medium,1
P0776,Highway,140.3,10,2,4,0,0,5,Verification,54,77,3,Medium,1
P0777,Highway,126.8,13,1,2,3,0,5,Objection,13,118,0,Low,0
P0778,Dam,34.2,18,1,3,1,1,7,Valuation,20,273,1,Medium,1
P0779,Dam,342,5,1,5,4,2,5,Valuation,13,175,0,High,1
P0780,Airport,62.3,15,2,3,4,1,5,Compensation,29,185,0,High,1
P0781,Airport,134,9,2,3,2,1,4,Approval,45,123,1,Medium,0
P0782,Railway,121.4,8,0,3,1,2,11,Objection,67,154,1,Low,1
P0783,Highway,216.1,14,1,4,3,1,5,Verification,56,107,1,High,1
P0784,Highway,54.9,18,1,6,6,0,10,Objection,31,117,1,Medium,1
P0785,Highway,202.2,13,1,5,1,1,9,Notification,23,240,0,Low,1
P0786,Industrial,174.4,12,2,1,2,1,8,Objection,31,174,0,Low,0
P0787,Railway,104.9,18,1,4,2,1,6,Verification,11,209,1,Low,1
P0788,Railway,198.3,22,2,1,2,2,4,Verification,63,159,1,Low,1
P0789,Railway,158.4,12,1,3,5,1,8,Verification,64,256,1,Medium,1
P0790,Industrial,385.7,21,1,4,4,1,6,Valuation,73,146,0,Low,1
P0791,Highway,140.2,14,3,4,3,0,6,Valuation,7,107,2,Low,0
P0792,Railway,86.4,10,1,5,4,2,10,Notification,17,287,1,Low,1
P0793,Railway,203.3,14,0,3,1,0,5,Objection,59,206,1,Medium,1
P0794,Airport,130.3,9,3,1,2,3,5,Approval,7,36,1,Low,0
P0795,Highway,156.6,13,1,1,3,1,8,Compensation,22,208,0,Low,1
P0796,Industrial,70.6,11,1,4,5,1,4,Notification,6,184,0,Low,0
P0797,Industrial,217.9,20,2,5,4,3,6,Approval,58,25,2,Medium,1
P0798,Railway,118.4,20,1,2,3,1,10,Approval,36,195,1,Low,1
P0799,Airport,181.9,13,2,4,0,0,6,Notification,42,246,1,Medium,1
P0800,Industrial,437.6,10,2,6,3,1,4,Objection,71,43,1,Low,1
P0801,Dam,135.6,15,0,3,1,1,11,Compensation,70,34,1,Low,1
P0802,Highway,234.2,13,1,3,1,1,5,Approval,24,19,2,Low,0
P0803,Railway,141,12,1,3,2,0,9,Valuation,16,48,0,Low,0
P0804,Airport,105.7,13,0,2,1,1,6,Valuation,70,154,0,Low,1
P0805,Railway,310.2,10,0,4,2,2,5,Notification,10,42,0,Low,0
P0806,Dam,44.8,15,2,2,4,1,10,Compensation,69,112,1,Low,1
P0807,Industrial,267,12,0,1,3,1,2,Compensation,48,276,1,Medium,0
P0808,Industrial,41.3,9,2,2,1,1,7,Approval,31,260,0,Low,1
P0809,Railway,252.3,11,0,2,4,3,2,Notification,14,33,0,High,1
P0810,Highway,158,16,0,4,2,2,3,Compensation,54,26,0,High,1
P0811,Industrial,86.6,16,0,4,4,2,8,Compensation,60,39,3,Medium,1
P0812,Dam,123.1,11,0,3,3,1,7,Valuation,4,27,0,Low,1
P0813,Highway,227.3,10,1,4,2,4,9,Notification,3,90,0,High,1
P0814,Industrial,415.4,13,1,4,2,1,5,Approval,57,273,2,Low,1
P0815,Industrial,56.3,13,3,1,4,4,7,Approval,36,38,0,Low,1
P0816,Railway,89.8,17,1,5,3,2,6,Valuation,66,22,2,Low,1
P0817,Railway,66.7,14,4,4,2,2,7,Verification,70,242,1,High,1
P0818,Railway,140.3,12,1,1,0,3,8,Verification,14,137,1,Low,0
P0819,Highway,256,12,0,5,1,2,6,Compensation,52,104,0,High,1
P0820,Highway,61.1,17,1,4,1,1,7,Objection,23,238,0,Low,0
P0821,Dam,155.6,10,1,1,1,1,9,Valuation,12,238,0,High,1
P0822,Highway,251.6,12,2,2,3,1,7,Objection,72,271,1,High,1
P0823,Highway,122,13,2,4,2,1,3,Compensation,16,17,1,High,1
P0824,Railway,175.3,10,1,2,2,3,4,Valuation,42,285,0,Medium,1
P0825,Railway,298,5,3,6,1,1,9,Approval,32,162,0,High,1
P0826,Industrial,80,12,1,4,3,2,8,Valuation,16,203,2,High,1
P0827,Highway,47.9,11,0,6,1,5,7,Notification,54,201,0,Low,1
P0828,Highway,187.3,11,1,4,1,0,7,Objection,19,202,1,Low,1
P0829,Dam,190.2,12,2,4,1,2,8,Valuation,64,138,1,Medium,1
P0830,Railway,117.1,10,1,2,1,0,5,Objection,24,51,0,Low,1
P0831,Highway,104,15,1,1,3,0,5,Compensation,55,163,0,Medium,0
P0832,Railway,159.8,16,0,3,3,2,3,Valuation,34,120,1,Low,0
P0833,Highway,79.1,17,0,2,0,0,3,Verification,57,117,0,Medium,0
P0834,Highway,79.2,17,0,4,1,1,4,Objection,24,246,2,Low,1
P0835,Railway,226.5,10,0,5,3,0,5,Approval,40,160,2,Low,1
P0836,Railway,75.8,21,1,0,0,2,9,Approval,52,31,0,Low,1
P0837,Industrial,49.9,9,1,5,2,1,7,Valuation,68,173,1,High,1
P0838,Railway,103.8,14,1,3,3,1,5,Approval,47,296,1,Low,1
P0839,Railway,118.8,8,0,3,4,0,8,Approval,10,292,1,High,1
P0840,Airport,202.2,10,1,5,2,2,7,Objection,67,139,1,Medium,1
P0841,Highway,109.3,12,4,0,2,0,5,Valuation,42,187,0,Medium,1
P0842,Airport,325.1,10,2,3,2,2,6,Objection,7,177,1,Low,1
P0843,Highway,164.5,10,0,1,2,1,5,Valuation,47,217,1,Low,1
P0844,Industrial,95.4,11,2,2,2,1,6,Approval,48,169,1,Medium,1
P0845,Highway,197.5,13,0,3,2,1,4,Valuation,38,275,0,Low,1
P0846,Railway,322,11,1,1,1,1,5,Compensation,19,200,0,Medium,0
P0847,Highway,223.2,11,1,1,8,1,8,Valuation,43,71,0,High,1
P0848,Industrial,58.9,15,1,4,2,1,3,Notification,32,231,1,Low,1
P0849,Railway,124.8,12,2,5,4,1,3,Valuation,54,222,0,Medium,1
P0850,Railway,180.3,15,3,5,2,1,7,Notification,22,216,0,High,1
P0851,Highway,218.2,11,2,2,2,2,5,Objection,38,88,3,High,1
P0852,Dam,140.8,11,0,2,2,0,4,Notification,68,99,1,High,1
P0853,Highway,129.7,15,1,3,1,3,6,Objection,47,134,0,High,1
P0854,Industrial,384.2,15,0,5,3,2,6,Valuation,6,28,1,Low,0
P0855,Highway,225,19,1,6,1,3,3,Objection,52,143,0,High,1
P0856,Highway,197.9,16,2,3,3,1,5,Approval,57,296,0,High,1
P0857,Highway,112,10,2,1,2,1,3,Compensation,61,63,0,Medium,1
P0858,Railway,78.4,11,0,2,1,0,5,Valuation,44,256,0,Low,1
P0859,Railway,199.8,18,0,2,2,0,7,Notification,4,67,1,Low,0
P0860,Highway,238.3,14,1,2,3,2,6,Compensation,48,279,2,Low,1
P0861,Dam,156.2,5,0,2,2,1,1,Verification,4,83,2,Low,0
P0862,Railway,225.3,13,0,2,1,0,7,Compensation,52,54,0,Medium,0
P0863,Railway,228.4,9,2,3,2,2,8,Valuation,3,198,1,Medium,1
P0864,Railway,246.9,11,0,4,3,1,4,Compensation,15,147,0,Medium,0
P0865,Railway,58.2,13,0,3,2,1,4,Compensation,72,70,0,Low,1
P0866,Railway,126.9,19,2,2,4,0,8,Approval,24,269,2,Medium,1
P0867,Highway,206.4,15,2,2,1,2,3,Objection,19,19,2,Low,1
P0868,Highway,161.2,16,3,5,2,1,4,Compensation,61,83,0,Low,1
P0869,Industrial,228.8,14,1,3,3,1,9,Notification,72,66,0,Medium,1
P0870,Industrial,197.8,14,2,2,3,2,8,Notification,5,112,1,Low,1
P0871,Railway,35.8,12,1,1,2,3,10,Approval,72,175,0,Low,1
P0872,Highway,278.9,7,2,5,0,1,8,Compensation,51,285,1,Low,1
P0873,Airport,117.7,11,1,2,1,1,5,Compensation,52,79,1,Medium,1
P0874,Railway,92,16,3,2,4,0,8,Approval,37,257,1,Medium,1
P0875,Highway,273.9,8,1,5,1,2,7,Valuation,25,276,0,Low,1
P0876,Highway,219.4,18,1,2,3,2,9,Verification,74,226,2,Low,1
P0877,Dam,294.7,13,4,3,0,0,4,Verification,9,168,1,Medium,1
P0878,Airport,181.4,17,0,0,4,1,6,Objection,52,248,2,High,1
P0879,Highway,125.9,7,2,0,2,2,8,Notification,12,154,1,Medium,1
P0880,Highway,169.9,5,2,1,2,0,10,Valuation,57,129,2,High,1
P0881,Highway,82.3,8,1,4,2,2,7,Notification,21,144,0,Medium,1
P0882,Airport,65.6,12,4,6,4,3,5,Valuation,25,192,0,Medium,1
P0883,Highway,107.1,14,2,3,5,0,5,Approval,66,109,1,High,1
P0884,Highway,342,15,4,1,1,2,4,Objection,35,115,0,Medium,1
P0885,Dam,113.6,16,0,0,2,1,4,Approval,68,210,0,High,1
P0886,Highway,50.6,14,1,0,0,4,6,Notification,11,222,0,Low,1
P0887,Airport,143.1,11,3,0,3,1,8,Objection,31,109,1,High,0
P0888,Highway,112.7,15,3,1,3,2,5,Compensation,20,117,0,Medium,0
P0889,Highway,281.7,14,1,3,8,0,7,Valuation,73,22,2,High,1
P0890,Highway,329,8,0,5,6,1,4,Valuation,31,150,0,Low,1
P0891,Dam,122.6,12,1,7,4,0,6,Objection,63,112,1,Medium,1
P0892,Industrial,181.3,11,2,0,3,3,7,Approval,7,275,1,High,1
P0893,Dam,189.8,15,2,4,1,1,9,Objection,71,161,0,Low,1
P0894,Railway,152.3,6,2,2,3,1,5,Approval,58,199,0,Medium,1
P0895,Airport,136.9,14,1,2,3,2,9,Objection,54,246,0,High,1
P0896,Highway,88.3,13,1,4,2,0,2,Approval,17,115,5,Low,1
P0897,Highway,45.5,13,3,0,3,3,5,Verification,22,161,1,Low,1
P0898,Industrial,88,15,3,3,1,0,5,Objection,18,219,0,Medium,1
P0899,Highway,149.3,15,2,1,3,2,14,Approval,27,60,2,Medium,1
P0900,Highway,61.2,11,3,3,2,1,1,Compensation,59,118,1,Low,1
P0901,Highway,176.1,15,2,6,0,2,5,Notification,23,236,2,Low,1
P0902,Highway,163,14,2,3,5,2,11,Notification,7,132,2,Low,1
P0903,Highway,112.8,18,1,5,2,1,11,Objection,11,19,1,Low,1
P0904,Railway,133.6,13,0,2,2,0,6,Objection,13,225,0,Low,0
P0905,Railway,68.2,10,1,1,0,2,5,Valuation,67,69,1,Medium,1
P0906,Industrial,244.5,10,2,4,4,0,3,Approval,65,33,1,Medium,1
P0907,Dam,242.3,9,3,7,1,1,4,Objection,28,102,1,Medium,1
P0908,Highway,75.8,16,2,2,5,0,4,Notification,21,261,1,Low,1
P0909,Highway,77.2,17,1,4,4,1,4,Notification,18,131,2,Medium,1
P0910,Railway,88.7,11,1,4,1,0,4,Notification,58,184,0,Low,1
P0911,Railway,212,14,0,0,1,1,7,Approval,70,164,0,High,1
P0912,Highway,189.4,9,0,5,2,0,10,Verification,32,222,0,Medium,1
P0913,Airport,272.3,6,3,7,1,1,8,Objection,9,297,1,High,1
P0914,Railway,288.8,17,1,1,3,1,1,Verification,14,188,1,Low,1
P0915,Railway,57.7,17,2,2,4,0,6,Approval,26,141,1,Medium,1
P0916,Railway,207.9,11,2,3,2,2,6,Compensation,24,170,1,Medium,1
P0917,Highway,282.6,10,1,1,4,1,8,Objection,49,194,0,High,1
P0918,Industrial,128.7,16,1,2,2,1,11,Valuation,32,101,0,Medium,0
P0919,Dam,154.6,14,2,2,4,2,6,Objection,62,281,0,Medium,1
P0920,Highway,141.6,15,2,1,4,2,7,Objection,41,96,1,Low,1
P0921,Industrial,145.2,11,1,7,2,0,6,Objection,22,78,0,Medium,1
P0922,Railway,244.1,8,2,0,3,3,3,Objection,28,133,2,Low,1
P0923,Industrial,376.6,14,1,8,2,1,3,Compensation,51,177,0,Low,1
P0924,Dam,319,8,0,3,4,0,11,Objection,71,192,0,Low,1
P0925,Railway,116,14,0,3,1,1,4,Approval,44,44,1,High,1
P0926,Highway,181.6,16,0,0,2,0,4,Objection,8,175,1,Low,0
P0927,Highway,96.9,17,4,3,4,0,5,Compensation,55,17,1,High,1
P0928,Railway,103,11,3,1,1,0,5,Approval,36,38,1,High,0
P0929,Airport,150.7,9,3,3,5,0,7,Objection,71,73,0,High,1
P0930,Highway,101.3,9,0,1,1,1,11,Objection,12,251,0,High,1
P0931,Highway,110.5,13,2,1,1,0,5,Approval,30,254,1,High,1
P0932,Dam,179.2,10,2,5,1,2,5,Objection,5,174,0,Low,1
P0933,Industrial,206.3,16,2,4,2,2,3,Compensation,50,74,2,Low,1
P0934,Railway,203.3,19,3,9,3,1,4,Notification,68,254,0,Medium,1
P0935,Highway,204.4,14,2,2,2,1,4,Objection,37,73,0,Medium,1
P0936,Highway,71.2,9,1,2,3,2,4,Valuation,54,67,0,Low,1
P0937,Highway,98.2,14,1,2,2,0,6,Approval,64,78,1,Medium,1
P0938,Industrial,160.1,11,0,2,0,2,5,Compensation,54,135,1,Medium,1
P0939,Highway,275.7,11,1,4,2,1,6,Objection,49,133,0,High,1
P0940,Railway,487.9,11,1,1,3,0,7,Objection,56,32,0,Medium,1
P0941,Highway,185.7,8,1,2,5,1,9,Approval,30,19,3,Medium,1
P0942,Railway,231.5,18,0,2,2,0,9,Verification,25,174,0,Low,1
P0943,Airport,66.3,20,0,3,1,0,4,Compensation,37,156,0,Medium,1
P0944,Dam,228.1,11,2,1,3,1,12,Compensation,34,32,1,High,1
P0945,Highway,418.3,11,3,1,2,1,5,Notification,4,82,0,Low,1
P0946,Highway,98,9,1,5,4,1,4,Notification,18,128,0,Low,0
P0947,Highway,112.6,12,2,4,3,1,5,Objection,18,36,1,Medium,1
P0948,Industrial,248.2,9,1,7,3,1,5,Approval,53,34,0,Low,1
P0949,Industrial,159,14,2,1,1,0,5,Valuation,69,277,0,Low,1
P0950,Railway,43,8,1,2,0,1,7,Objection,56,112,0,Low,0
P0951,Airport,116.7,11,2,5,8,0,6,Notification,22,119,1,Low,1
P0952,Airport,328.3,13,1,4,2,1,5,Objection,35,19,0,Low,0
P0953,Highway,133,15,1,5,4,0,7,Approval,10,143,1,High,1
P0954,Industrial,132.9,10,2,4,0,0,4,Compensation,26,173,0,Medium,1
P0955,Railway,239.7,12,2,3,3,0,3,Compensation,55,265,2,Low,1
P0956,Railway,189.4,14,2,4,4,1,8,Compensation,66,290,0,Low,1
P0957,Railway,128.9,15,1,6,4,0,5,Compensation,60,97,1,Low,1
P0958,Highway,108.3,15,1,4,2,0,14,Valuation,39,132,1,High,1
P0959,Highway,613,16,0,6,2,2,5,Verification,14,43,1,Low,0
P0960,Dam,299.3,12,2,2,4,1,8,Valuation,6,152,1,High,0
P0961,Highway,204.3,12,3,4,0,3,5,Objection,33,171,0,Low,1
P0962,Airport,211.5,11,1,0,4,1,3,Notification,40,45,2,High,1
P0963,Highway,145.7,16,1,3,0,1,10,Approval,39,167,0,Low,0
P0964,Railway,188.1,6,0,1,3,3,2,Objection,16,72,1,Low,0
P0965,Highway,137,19,0,4,0,0,3,Verification,26,101,1,Low,0
P0966,Railway,92.7,15,0,2,7,3,8,Approval,12,137,0,Medium,1
P0967,Dam,192.2,15,0,3,2,2,6,Approval,40,205,2,Low,1
P0968,Highway,130.3,12,0,4,2,0,7,Approval,45,42,1,Low,0
P0969,Railway,197.7,9,2,5,1,0,4,Objection,39,169,2,High,1
P0970,Railway,218.2,10,2,2,4,1,2,Verification,44,244,0,Low,1
P0971,Airport,203.5,12,2,4,6,0,4,Objection,34,51,0,Low,1
P0972,Industrial,88.2,8,1,5,2,0,1,Approval,16,20,0,High,0
P0973,Dam,122.3,19,1,4,1,1,7,Approval,6,239,0,Medium,1
P0974,Highway,131.7,10,1,5,1,0,3,Notification,26,47,1,High,1
P0975,Highway,262.9,19,1,1,0,2,7,Valuation,12,103,1,Low,0
P0976,Highway,255.6,16,0,3,4,2,4,Objection,18,54,1,Low,0
P0977,Railway,101.7,9,2,5,1,0,8,Verification,41,183,0,Low,0
P0978,Highway,70.2,8,1,1,3,1,3,Approval,20,32,1,High,0
P0979,Railway,500.4,17,0,0,4,0,6,Objection,27,29,1,High,1
P0980,Railway,199.1,7,0,1,6,2,6,Valuation,9,146,1,High,1
P0981,Highway,64.5,12,1,2,3,0,6,Objection,58,223,1,Low,1
P0982,Dam,111.6,11,0,3,6,1,5,Valuation,49,293,0,High,1
P0983,Highway,268.9,6,1,1,3,3,7,Objection,5,290,1,Low,1
P0984,Highway,435.6,13,1,2,2,3,7,Notification,3,291,0,Medium,1
P0985,Dam,397.1,12,2,2,4,1,4,Objection,35,90,2,High,1
P0986,Railway,194.5,15,1,5,1,2,4,Compensation,73,126,1,Low,1
P0987,Airport,157,11,1,1,5,0,8,Notification,61,280,0,Low,1
P0988,Railway,83.2,7,0,3,4,2,6,Valuation,74,86,3,Low,1
P0989,Highway,164.5,13,2,2,1,2,6,Approval,34,35,1,Medium,1
P0990,Dam,90.1,12,1,4,2,1,5,Approval,19,202,0,Low,1
P0991,Dam,123,12,2,5,2,1,5,Objection,19,135,1,Low,1
P0992,Airport,248.1,14,2,3,3,0,6,Verification,23,155,0,High,1
P0993,Highway,136.6,9,0,3,1,2,7,Objection,57,218,0,Low,1
P0994,Railway,131.4,10,3,3,4,0,9,Notification,8,223,0,Low,1
P0995,Railway,152.2,16,0,2,1,1,5,Notification,51,23,1,Medium,0
P0996,Highway,540.4,13,2,3,3,0,3,Valuation,28,199,1,High,1
P0997,Industrial,77.7,17,1,6,5,1,6,Objection,34,215,2,Low,1
P0998,Highway,183.3,16,1,2,1,3,4,Valuation,74,78,1,Medium,1
P0999,Industrial,378.1,14,5,1,0,1,8,Verification,46,39,1,Low,0
P1000,Railway,151.9,13,2,3,4,0,7,Approval,61,170,1,Medium,1
